label,eiaid,name,utility,basicinformationcomments
53d7af405257a3ce392182e4,5692,Rate Schedule - Residential service (Single phase),"City of Eitzen, Minnesota (Utility Company)",
53d7b1ea5257a3cd392182e6,5692,Rate Schedule - Residential (Three phase),"City of Eitzen, Minnesota (Utility Company)",
53d7b1f45257a3cc392182e4,13704,Rate 1- Residential 25 kVA & Under,"North Western Elec Coop, Inc",
53d7b3465257a3d1392182e6,13704,Rate 6- Net Metering- Residential with Wind Mill,"North Western Elec Coop, Inc",
53d7b6b95257a3cd392182e8,2609,Rate Schedule - Residential Service Rate,"City of Burwell, Nebraska (Utility Company)",
53d808415257a3ad402182e4,13437,Rate Schedule - Rate 22,"City of Newbern, Tennessee (Utility Company)",
53d943d05257a3e3559598a6,11360,Rate Schedule - Electric Res. (ER),"Town of MacClesfield, North Carolina (Utility Company)",
53d94a885257a30f5c9598a9,1287,Rate Schedule - Residential Rate,"City of Bartlett, Texas (Utility Company)",
53d95b695257a379669598a6,14424,Rate Schedule - Residential,"Panola-Harrison Elec Coop, Inc (Louisiana)",
53da4a205257a34b7da24e55,7483,Schedule RSAE-14 Residential Service All Electric/Life Support,"City of Grand Haven, Michigan (Utility Company)",
53da4a5e5257a34f7da24e56,7483,Schedule RSSC-14 Residential Service - Senior Citizen,"City of Grand Haven, Michigan (Utility Company)",
59481f285457a3a15375d08b,5086,Residential Single-Phase,Delta Montrose Electric Assn,
53da65255257a3be7da24e55,13523,Residential Service Rate,"City of Newberry, South Carolina (Utility Company)",
53da69de5257a31f02a24e55,11789,Residential- Schedule RS,Maryville Utilities,
53da99385257a3517da24e58,11788,Rate Schedule,Consumers Energy,
53df9dbe5257a33742bfd38c,1613,Whole House TOD,Berkeley Electric Coop Inc,
53dfa0745257a39542bfd38a,13783,Farm and Home Service,Northeast Louisiana Power Coop Inc.,
53dfd6245257a38847bfd38b,7249,Rate 1 (Residential),"City of Giltner, Nebraska (Utility Company)",
53dfd6b95257a33742bfd390,7249,Rate 2 (Residential- All Electric),"City of Giltner, Nebraska (Utility Company)",
53dfddb75257a37046bfd38a,764,Residential,"City of Arcadia, Kansas (Utility Company)",
53e0fbf55257a3d57c2871dd,19161,Residential Service Rate 10,"Tri-County Electric Coop, Inc (Florida)",
53e102ad5257a36c7e2871db,19161,Residential Prepay Service (Rate 16),"Tri-County Electric Coop, Inc (Florida)",Monthly charge = 0.84*30
53e11fb45257a335012871d9,3203,All-Electric Residential Power Exchange,Cedar Falls Utilities,
53e1217b5257a31e022871d9,4071,Residential Service- Standard Monthly Rate,"Columbus Electric Coop, Inc (Arizona)",
53e122b75257a31e022871da,4071,Residential Service- Monthly Time-of-Use Rate,"Columbus Electric Coop, Inc (Arizona)",
53e12c5d5257a38d7f2871db,27058,Farm and Home,"High West Energy, Inc",
53e13fd95257a3d57c2871e2,7294,Residential L-1-A Standard Service Rate,"City of Glendale, California (Utility Company)",
53e144475257a335012871db,20334,Residential Service - All Electric (RSAE),Wellsborough Electric Co,
53e234f85257a3341c319bdc,3597,Residential Service,Citizens Electric Co,
53e236a65257a3231c319bdb,3597,Space Heating,Citizens Electric Co,
53e241385257a3221c319bdb,19390,Residential Service,"UGI Utilities, Inc",
53e248c15257a31d1c319bdb,19390,Residential Service-Water/Space Heating,"UGI Utilities, Inc",
53e24a2b5257a3ac1b319bdb,19390,Residential Time Of Use Service,"UGI Utilities, Inc","Peak hours shall be a period of sixteen (16) consecutive hours within the seventeen (17) hour period of 7:00 a.m. to 12:00 midnight Off-peak hours shall be a period of eight (8) consecutive hours, not designated as peak hours, within the nine (9) hour period of 11:00 p.m. to 8:00 a.m."
53e24ee25257a3721e319bdb,3644,"SCHEDULE E-4 GENERAL SERVICE - RESIDENTIAL, FARM Single Phase",PUD No 1 of Clallam County,Monthly charge ($23.28 = 77.6 cents*30)
53e250a55257a3721e319bdc,3644,"SCHEDULE E-4 GENERAL SERVICE - RESIDENTIAL, FARM Three Phase",PUD No 1 of Clallam County,Monthly charge = 1.55*30= $46.5/month
59b7070a5457a3275042da66,12199,Residential Electric Service (Rate 10),Montana-Dakota Utilities Co,
59481ab95457a3117575d08b,150,Residential - RL,Adrian Public Utilities Comm,
594819c55457a3973f75d08a,918,Residential,"City of Aspen, Colorado (Utility Company)",200 AMP residential service
594807215457a3563175d08a,11811,Residential Customers Rates,"Town of Massena, New York (Utility Company)",
53e4d4e25257a32754b5aa4f,17166,D-1 Domestic Service Basic Use,Sierra Pacific Power Co,
53e4d5685257a32654b5aa4f,17166,D-1 Domestic Service All Electric,Sierra Pacific Power Co,
53e4d8a75257a36b54b5aa4f,17166,TOU D-1 Domestic Time-of-Use,Sierra Pacific Power Co,
53e4f5525257a3b754b5aa50,30150,Residential,Yakutat Power Inc,
53e8cb245257a3a6260643f5,11714,Residential Rate (Class 22),Marshall-De Kalb Electric Coop,
53e8d11b5257a313270643f5,4796,Farm and Residential Service,"Darke Rural Electric Coop, Inc",
53eb88235257a34f5f6fb30e,3314,Rural - 1,"Chariton Valley Elec Coop, Inc",
53eb892d5257a369626fb30e,3314,City - 2,"Chariton Valley Elec Coop, Inc",
53eb8b535257a368616fb30f,3314,Residential TOU,"Chariton Valley Elec Coop, Inc",
53eb8dfa5257a3d55f6fb310,29297,Residential,Pelican Utility,
53ecbdba5257a3027eaa3592,14717,Schedule 1: Residential Service,Pee Dee Electric Member Corp,
53ecd0755257a39b7daa3592,20334,Residential  Service,Wellsborough Electric Co,
53ece6355257a3567eaa3592,4562,E01 Residential Electric,"City of Croswell, Michigan (Utility Company)",
53ece6705257a3027eaa3593,4562,E02 Residential Electric Water Heater,"City of Croswell, Michigan (Utility Company)",
53ece6b15257a33401aa3592,4562,E06 Senior Citizen Electric,"City of Croswell, Michigan (Utility Company)",
53ece6e95257a3457faa3592,4562,E11 Residential Electric Heat,"City of Croswell, Michigan (Utility Company)",
53ece75e5257a39a7daa3594,4562,E51 Total Res. Electric & Air Cond,"City of Croswell, Michigan (Utility Company)",
53ed06d85257a36a03aa3592,15049,Residential Rate 01OH Overhead,Electrical Dist No4 Pinal Cnty,The bill is subject to a power supply adjuster as set forth in the District's power cost adjuster rate tariff.
53ed07465257a35e04aa3592,15049,Underground Residential Rate,Electrical Dist No4 Pinal Cnty,The bill is subject to a power supply adjuster as set forth in the District's power cost adjuster rate tariff.
53ed08545257a33401aa3593,15049,Residential Rate- Solar- Rate 01SOL,Electrical Dist No4 Pinal Cnty,
5947ff7a5457a3a15375d089,9645,Residential,Jamestown Board of Public Util,
53ee1b5e5257a3441f76b3fa,19131,Primary Residential Service A (Zone A),Trinity Public Utilities Dist,
53ee1b9d5257a3441f76b3fb,19131,Primary Residential Service A- Zone B,Trinity Public Utilities Dist,
53ee1bee5257a3121f76b3fa,19131,Optional Residential Service B (Zone A),Trinity Public Utilities Dist,
53ee1c2c5257a3251f76b3fa,19131,Optional Residential Service B,Trinity Public Utilities Dist,
53ee26285257a3411f76b3fb,6427,Residential Service Electric,"City of Floresville, Texas (Utility Company)",
53ee346b5257a3ff1f76b3fb,3164,Residential,"Village of Castile, New York (Utility Company)",Minimum monthly charge = $1.7800
5947fdac5457a3a15375d088,6775,Residential Space Heating,"Village of Freeport, New York (Utility Company)",
5947fd275457a3563175d089,6775,Residential Water Heating,"Village of Freeport, New York (Utility Company)",
5947fc065457a3953f75d08a,6775,Residential Space and Water Heating,"Village of Freeport, New York (Utility Company)",
53fb4c015257a352326c0e60,207,Residential - Electric Heat,"City of Alameda, California (Utility Company)",
53fb4dac5257a335346c0e60,207,Residential - Gas Heat,"City of Alameda, California (Utility Company)",
53fb505f5257a3bc326c0e60,207,Multi-Family Residential - Electric Heat,"City of Alameda, California (Utility Company)",
53fb52115257a34e346c0e60,207,Multi-Family Residential - Gas Heat,"City of Alameda, California (Utility Company)",
5947fb855457a3563175d088,6775,Residential Non Heating,"Village of Freeport, New York (Utility Company)",
53fca89d5257a3764cdbd602,10623,Residential Service,"City of Lakeland, Florida (Utility Company)",
53fce22f5257a37f4ddbd602,14534,R-1 RESIDENTIAL,"City of Pasadena, California (Utility Company)",
53ff31bb5257a3820b0b484a,14328,E-7 -Residential Time of Use Baseline Region X; Closed Rate,Pacific Gas & Electric Co,A Total Minimum Charge Rate of $0.14784 per meter per day is applicable.
53ff53655257a3e70b0b484d,20813,Rate Schedule - RSB -1 Residential and Small General Service,"City of Winfield, Kansas (Utility Company)",
53ff76aa5257a3fa100b484a,2194,Residential Three Phase,"City of Brenham, Texas (Utility Company)",
53ff94625257a3e80f0b484b,16325,Residential,"Village of Rouses Point, New York (Utility Company)",
54009a6e5257a37d2999cb98,8435,Rate Schedule - Residential,"City of Hempstead, Texas (Utility Company)",
5400ab875257a3382999cb9c,10623,Residential Service Time of Day Pre-Smart Meter,"City of Lakeland, Florida (Utility Company)",
5400ad455257a3fb3199cb98,10623,Residential Service Time of Day with Installed Smart Meter,"City of Lakeland, Florida (Utility Company)",
5400aefa5257a30d3299cb96,10623,Residential Plug-In Electric Vehicle Service Time-of-Day,"City of Lakeland, Florida (Utility Company)",
5400ba6f5257a3b13399cb96,6203,Residentail Electric Rates,"City of Farmersville, Texas (Utility Company)",
5405c21b5257a32f22af34b3,10724,Domestic,Lassen Municipal Utility District,
5947f6175457a3953f75d089,5930,Residential,"Village of Fairport, New York (Utility Company)",
54060f5a5257a37e27af34b1,2194,Residential Service- Schedule E-A,"City of Brenham, Texas (Utility Company)",
54072e165257a3393f8517a2,18280,Residential Service TOU,Sulphur Springs Valley E C Inc,
54072ed05257a3433d8517a2,18280,Residential Service,Sulphur Springs Valley E C Inc,
54086e805257a36d5afd47cb,18280,Residential Prepaid Service,Sulphur Springs Valley E C Inc,
5409e0135257a3b2758e3cb6,16175,Residential Service,"City of Robstown, Texas (Utility Company)",
540a12c95257a321768e3cb7,7370,R: Residential Service,"City of Gonzales, Texas (Utility Company)",
540a15915257a30a778e3cb6,7370,"R-1: Residential,Master Metered Multiple Dwelling Units","City of Gonzales, Texas (Utility Company)",
541078cc5257a3a27653a92e,15776,RS Residential Service,Reedy Creek Improvement Dist,
54183a705257a3f33765dec5,9616,"Residential, Photovoltaic Customer",Beaches Energy Services,
54184b4b5257a3473865dec5,4975,Residential Service,Deep East Texas Elec Coop Inc,
5419af1f5257a3605f836814,1913,Residential,"City of Boerne, Texas (Utility Company)",
541b20a75257a3b77adaf905,1175,Residential Single Phase Service (GS1),"Bandera Electric Coop, Inc",
541c521e5257a376197a2386,9664,Schedule 140--Residential service,"City of Jasper, Texas (Utility Company)",Variable power cost adjustment applies
542980605257a3fd4a3958fe,15308,"100, 110 and 900 - Residential Farm or Home Service",Plumas-Sierra Rural Elec Coop,
542981b85257a3fd4a3958ff,15308,120 and 910 - Residential Farm or Home Service - All Electric,Plumas-Sierra Rural Elec Coop,
542983505257a34a4a3958ff,15308,Winter Rate Assistance Program (WRAP) 120 and 910 Available November through April,Plumas-Sierra Rural Elec Coop,
542983bf5257a386483958fe,15308,"Winter Rate Assistance Program (WRAP) 100, 110 and 900 Available November through April",Plumas-Sierra Rural Elec Coop,
5429840e5257a324483958fe,15308,850 and 851- Residential Farm or Home Net-Metering Service,Plumas-Sierra Rural Elec Coop,
542abf205257a3cc644b1ab6,3170,Residential Service,"Borough of Catawissa, Pennsylvania (Utility Company)",
542ac8be5257a3a4684b1ab6,16853,RESIDENTIAL SERVICE,"Borough of St Clair, Pennsylvania (Utility Company)",
562e495b5457a31204bc06b2,18917,Residential,Tillamook Peoples Utility Dist,
542b04a25257a3ad6d4b1ab6,16864,Residential,"City of Seaside Heights, New Jersey (Utility Company)",
542d6fb65257a38526a21c11,7996,Residential Rate,"Town of Hamilton, North Carolina (Utility Company)",Minimum charge = $9.44
5947f08d5457a3117575d08a,122,Residential,"Village of Arcade, New York (Utility Company)",
542ed3515257a3ef523fd2e8,8348,D - 4 Residential All Electric Rate,"City of Healdsburg, California (Utility Company)",
542edd785257a3e84e3fd2e8,8348,D-1 Residential Service,"City of Healdsburg, California (Utility Company)",
5433fa695257a3b3685d60b1,19798,Domestic Service,"City of Vernon, California (Utility Company)",
5433fd405257a395665d60b2,19798,Domestic Service TOU,"City of Vernon, California (Utility Company)",
5437f9645257a3795859604f,17040,Electric Heat Rate for Small Residential Customers,"Shelby Electric Coop, Inc",
5437ffd85257a3635959604f,3406,"Residential, Single Phase","City of Chattahoochee, Florida (Utility Company)",
543800015257a3485e59604f,3406,"Residential, Three Phase","City of Chattahoochee, Florida (Utility Company)",
543d35f75257a32e7b638816,20206,Residential Service,"Borough of Watsontown, Pennsylvania (Utility Company)",
5947eeb95457a3102675d089,13495,Dual meter rate (1),"City of Newfolden, Minnesota (Utility Company)",
5947ef4e5457a37c4175d08d,2412,Residential,"City of Brownton, Minnesota (Utility Company)",
5947ee0b5457a39a4b75d088,13495,Residential service rate,"City of Newfolden, Minnesota (Utility Company)",
5446bfd75257a3b01069a566,2404,Residential Utility Rates,"City of Brownfield, Texas (Utility Company)",
5446c09d5257a3591369a569,2404,Residential Utility - Senior Citizen,"City of Brownfield, Texas (Utility Company)",
5453cf495257a3b73d0b7177,20230,Residential service,Weatherford Mun Utility System,
5457994f5257a3683796dffc,6182,Residential (Single Phase),"Farmers Electric Coop, Inc (Texas)",
54579e6a5257a3d73696dffc,6182,Residential (Three phase),"Farmers Electric Coop, Inc (Texas)",
546e34f75357a3a144553e48,20077,Residential Service,"City of Wapakoneta, Ohio (Utility Company)",
547df37b5357a3a850d03360,13209,Residential- Rural,"City of Napoleon, Ohio (Utility Company)",
547df40c5357a3ab50d03361,13209,Residential Service,"City of Napoleon, Ohio (Utility Company)",
5489ca8a5357a30234f0c30a,7444,Residential (Off Peak),"City of Grafton, North Dakota (Utility Company)",
5489cb985357a30133f0c30a,7444,Residential,"City of Grafton, North Dakota (Utility Company)",
5947ebbd5457a3973f75d088,17834,Schedule B: Residential Service,"City of Springfield, Colorado (Utility Company)",
548a0ac05357a30238f0c30c,232,RESIDENTIAL SERVICE - SCHEDULE RS,"City of Albemarle, North Carolina (Utility Company)",
548b30ed5357a3867cd11dc9,4150,Residential with Water Heating,"City of Concord, North Carolina (Utility Company)",
548b426a5357a3897cd11dc9,4150,Residential,"City of Concord, North Carolina (Utility Company)",
548b4b4a5357a3887cd11dca,56739,Residential Rate,Gold Country Energy,
548f25b65357a3bd352f2cdb,4150,Residential- Energy Star- Standard (Schedule ES),"City of Concord, North Carolina (Utility Company)",
549080425357a3c54c2ccb84,232,RESIDENTIAL SERVICE ALL-ELECTRIC - SCHEDULE RE,"City of Albemarle, North Carolina (Utility Company)",
54b586835357a39176fe8c6f,13561,Residential Service,"City of Newton, North Carolina (Utility Company)",
54b58a155357a3ed77fe8c6e,13561,Residential Service- Energy Efficient,"City of Newton, North Carolina (Utility Company)",
56295a5d5457a3ab75418740,1675,"Small Time-of-Use (STU) Three Phase, (200 amp/30 kVA or less)",Big Horn Rural Electric Co,
5629516c5457a3b556418740,3461,Residential Service,Cheyenne Light Fuel & Power Co,
562521df5457a32e34418742,13758,Schedule 8 Mountain Top Rates,"Northern Lights, Inc (Montana)",
5630eea25457a3d315bc06b2,7548,Residential,PUD No 1 of Grays Harbor Cnty,
56295d805457a38e1b418740,6395,Residential - RES01 - Three Phase,Flathead Electric Coop Inc,
56295d9b5457a3b713418740,1675,"Small Time-of-Use (STU) Single Phase, (200 amp/15 kVA or less)",Big Horn Rural Electric Co,
56295dfd5457a32329418740,1675,"Small General Service (SGS)Three Phase, (200 amp/30 kVA or less)",Big Horn Rural Electric Co,
54b684655357a3cf0d3893e1,10345,Residential Service (General) E21,"City of Kinston, North Carolina (Utility Company)",
54b684d55357a35b0d3893e3,10345,Residential Service (General) E21 - Three Phase,"City of Kinston, North Carolina (Utility Company)",
54b685455357a3590d3893e1,10345,Residential Time-of-Use Service Single Phase (E95),"City of Kinston, North Carolina (Utility Company)",
54b686035357a35a0d3893e2,10345,Residential Time-of-Use Service (E95) - Three Phase,"City of Kinston, North Carolina (Utility Company)",
5629689c5457a3b266418740,20476,MKEC - Residential Electric Heating Service East Division,Western Coop Electric Assn Inc,
54bfe5a35357a34d756bdba2,9216,SCHEDULE D RESIDENTIAL SERVICE,Imperial Irrigation District,
54c6937a5357a3b95c0471bc,14716,Controlled Water Heating Service - WH,Pennsylvania Power Co (Pennsylvania),
54c903465357a3f504125a43,24889,Residential,Brunswick Electric Member Corp,
54c9119e5357a39b05125a43,7978,RESIDENTIAL SERVICE,Halifax Electric Member Corp,
54cbc25d5357a3472b00ca87,20588,Residential Service,"City of Whitesboro, Texas (Utility Company)",
54d24dc45357a3617ddbda4c,16101,Residential Service,Roanoke Electric Member Corp,
54e242445357a3151949f632,17592,Heating and Water Heating,Southeast Colorado Power Assn,
54e4be195357a3ee47d712c6,17592,Time of Day (Electric Thermal Storage & Electric Water Heating Equipment),Southeast Colorado Power Assn,
54e4de865357a3bb49d712c6,17008,Residential LSP POLR,Sharyland Utilities LP,
54e4eb9e5357a35449d712c6,17008,Residential LSP POLR(McAllen Service Area),Sharyland Utilities LP,
5d1cc9715457a35864a745b5,3408,Residential,"City of Chattanooga, Tennessee (Utility Company)",
54eb75715357a3fb17d31519,16213,Residential Service TOU,Rockland Electric Co (New Jersey),
54ee0ad15357a37548b837e7,13027,Schedule RS- Residential Class 22,"Mountain Electric Coop, Inc (North Carolina)",
5947eb055457a37c4175d08b,13681,Residential,North Branch Water & Light Comm,
54f74a825357a3c9251cbccf,13206,Residential Low Income Regular R-2,Nantucket Electric Co (Massachusetts),(With cable facilities charge)
54f74bbb5357a3c8251cbcd0,13206,Residential Regular R-1,Nantucket Electric Co (Massachusetts),
54f74fe45357a39f251cbccf,13206,Residential Time-of-Use R-4,Nantucket Electric Co (Massachusetts),
5947ea445457a3684c75d087,14196,Water Heaters,"City of Ortonville, Minnesota (Utility Company)",
54f9e3ca5357a3225db4b12d,40299,Residential Service(New Jersey),Sussex Rural Electric Coop Inc,
54f9e9ba5357a37c5cb4b12d,40299,Residential Service(New York),Sussex Rural Electric Coop Inc,
556611cd5457a38533084543,636,Residential,"City of Anderson, Indiana (Utility Company)",
556617c95457a38d07084543,5086,Residential Geo-Exchange System,Delta Montrose Electric Assn,
556617675457a3b043084543,5086,Optional Residential Seasonally Differentiated Time of use,Delta Montrose Electric Assn,
556616be5457a3cc5b084541,5086,Residential Three-Phase,Delta Montrose Electric Assn,
556617055457a3b043084542,5086,Optional Residential Time Of Use,Delta Montrose Electric Assn,
5947e9e75457a3a64075d088,14196,Controlled Baseboard- Urban,"City of Ortonville, Minnesota (Utility Company)",
550b351f5357a312732b0d3c,7194,Residential,"City of Gilbert, Minnesota (Utility Company)",
55157f495357a3fa5c84f75b,24590,Standard Residential Rate R-1,Unitil Energy Systems (Massachusetts),
55157fac5357a3f65c84f75b,24590,Low Income Residential Optional Fuel Assistance Rate R-2,Unitil Energy Systems (Massachusetts),
551c27005357a3706197868f,13482,SCHEDULE R (RESIDENTIAL USE),New River Light & Power Co,
551eb6495357a3a213e1bc2c,14156,Schedule  AS,Ontonagon County R E A,$0.01108 per kWh Adjustment = $0.00833 per kWh Power Supply Cost Recovery Factor + $0.00275 per kWh Energy Optimization Surcharges
552556005357a3c42d7418a1,6923,Residential,"City of Gallatin, Tennessee (Utility Company)",
552be17b5357a3bc36002a77,12700,Residential Single-Phase,Missouri Rural Electric Coop,
552e79855357a3985840adda,15671,A25 - SINGLE-PHASE SERVICE,Randolph Electric Member Corp,
552e7c195357a3205840adda,15671,A25EE - SINGLE-PHASE ENERGY EFFICIENT HOME SERVICE,Randolph Electric Member Corp,
552e852a5357a3ec5840adda,15671,A25TOU - SINGLE-PHASE TIME-OF-USE SERVICE,Randolph Electric Member Corp,
553525f35357a3ef06df3842,11332,All Electric Residential,"City of Luverne, Minnesota (Utility Company)",
539fbf21ec4f024c27d88e45,1889,Residential All Electric - Three-Phase,Blue Ridge Elec Member Corp,
5553a08e5457a3012d8b456d,3250,Residential Time Of Day Service - (Demand/Energy)Three Phase,Central Electric Membership Corporation,
5553b9cf5457a3c5378b4567,5109,WATER HEATING SERVICE RATE-Option II-Combined Meter-Controlled D5 (Retail Service Residential),Detroit Edison Co,
5554dab75457a341558b4569,3250,"Residential All Electric Service Single Phase, Prepay",Central Electric Membership Corporation,
5554dbc75457a3ab748b456d,3250,Residential All Electric Service Three Phase,Central Electric Membership Corporation,
5554ddd25457a3b8748b4569,3250,Residential Time of Day Service (D/E) Single Phase,Central Electric Membership Corporation,
5554e1c15457a33d558b4567,3250,Residential Time-of-Day Single Phase,Central Electric Membership Corporation,
539fc7baec4f024d2f53df50,3107,Residential Service Single Phase,Carteret-Craven El Member Corp,
539f6f11ec4f024411ecca23,3107,Residential Service Time-of-Use Single Phase,Carteret-Craven El Member Corp,
539fb89cec4f024bc1dc193f,3107,Residential Solar Energy Service Three Phase,Carteret-Craven El Member Corp,
539fc7ccec4f024d2f53e024,3107,Residential Solar Energy Service Single Phase,Carteret-Craven El Member Corp,
539fb971ec4f024bc1dc2267,4715,Controlled Water & Space Heating Regular Single-Phase Service,Dahlberg Light & Power Co,Monthly power cost adjustment applies
539fba66ec4f024bc1dc2d3d,12395,"Electric Heat w/ Water Heater-Control (All Electric), Farm And Residential Service (Rate Code 18S)",Menard Electric Coop,The Cooperative may apply the Power Cost Adjustment to recover changes in wholesale power cost in accordance with Schedule PCA. All charges made under this schedule for electric energy are subject to the prevailing Illinois Public Utility Revenue Tax.
539fcbadec4f024d2f54081a,15086,General and Residential Service (Single-Phase) Optional Time-of-Day Gs-2 Option B,Pioneer Power and Light Co,additional charges may apply
539fcb10ec4f024d2f540238,4150,Residential- Energy Star- All- Electric,"City of Concord, North Carolina (Utility Company)",
539f6decec4f024411ecbbcb,15086,General and Residential Service (Three-Phase) Optional Time-of-Day Gs-2 Option A,Pioneer Power and Light Co,additional charges may apply
539f6e4cec4f024411ecc0df,15086,General and Residential Service (Single-Phase) Optional Time-of-Day Gs-2 Option A,Pioneer Power and Light Co,additional charges may apply
539f7390ec4f024411ecfdcb,4715,Controlled Water & Space Heating Regular Three-Phase Service,Dahlberg Light & Power Co,monthly power cost adjustment applies
539f6fbaec4f024411ecd1cd,12524,M System- Oil Field Service Small Demand Rate,Midwest Energy Inc,
556f1cb65457a30019db22a2,8333,10 Small General Service Single Phase,Haywood Electric Member Corp,
556f1cd75457a30419db22a3,8333,11 Small General Service Three Phase,Haywood Electric Member Corp,
556f1f1d5457a3421bdb22a2,8333,PPM-10 Small General Prepay Meter Service Single Phase,Haywood Electric Member Corp,
556f63775457a3a23cdb22a2,8825,RESIDENTIAL SERVICE,"Town of Hookerton, North Carolina (Utility Company)",
55706fb55457a37354db22a3,18022,RESIDENTIAL SERVICE,"City of Statesville, North Carolina (Utility Company)",
557073f35457a3a23cdb22a5,18022,RESIDENTIAL LOAD MANAGEMENT SERVICE,"City of Statesville, North Carolina (Utility Company)",
5575c5475457a3f3748ba379,7716,Residential,Groton Dept of Utilities,
5575c6505457a3de4d8ba379,7716,"Residential, GRT",Groton Dept of Utilities,
5575db745457a3e24d8ba37b,3420,Schedule 1 - Residential Rate Single Phase,"City of Cheney, Washington (Utility Company)",
539fc1f0ec4f024c27d8ac77,20434,Residential TOU (7am-7pm peak time),"City of Westby, Wisconsin (Utility Company)",
539f6af9ec4f024411ec96d9,20434,Residential,"City of Westby, Wisconsin (Utility Company)",
55773d025457a319618ba377,12929,Residential Demand Reduction Rate - RS - DR,South Central Indiana REMC,
55773e915457a3e9438ba379,12929,Residential & Farm Rate - RS - HP,South Central Indiana REMC,
539fb8afec4f024bc1dc1a69,4362,RATE 1 Residential & Farm Service (Central Region),Corn Belt Energy Corporation,
539f6e9dec4f024411ecc443,4362,"RATE 1 Residential, Campground and Farm Service - Single (Northern Region)",Corn Belt Energy Corporation,
539fb670ec4f024bc1dc0085,4362,RATE 2 Residential & Farm Service - Three Phase (Central Region),Corn Belt Energy Corporation,
539fb6daec4f024bc1dc054f,4362,RATE 2 Residential & Farm Service - Three-Phase (Northern Region),Corn Belt Energy Corporation,
539fb9fcec4f024bc1dc2895,4362,RATE 11 Residential & Farm Service - Interruptible (Central Region),Corn Belt Energy Corporation,
539fc2b0ec4f024c27d8b43d,4362,RATE 12 Residential Electrically Heated Apartments (Central Region),Corn Belt Energy Corporation,
557895955457a38f1c8ba377,12406,Residential with Envirowatts,Miami-Cass County Rural E M C,
557898585457a39d428ba378,12406,RATE SCHEDULE DG-1 Member Generated less than/equal to 10 kW,Miami-Cass County Rural E M C,
557898ed5457a30e1d8ba378,12406,RATE SCHEDULE DG-2 Member Generated Power  10kW,Miami-Cass County Rural E M C,
5579acc35457a302378ba376,8287,SCHEDULE TOU-R RESIDENTIAL TIME-OF-USE SERVICE - Single Phase,Hawaii Electric Light Co Inc,
5579ad6c5457a34f2a8ba376,8287,SCHEDULE TOU-R RESIDENTIAL TIME-OF-USE SERVICE - Three Phase,Hawaii Electric Light Co Inc,
5579af985457a3502a8ba375,8287,SCHEDULE RESIDENTIAL TOU EV RESIDENTIAL TIME-OF-USE SERVICE WITH ELECTRIC VEHICLE PILOT-SINGLE PHASE,Hawaii Electric Light Co Inc,
5579b1fc5457a3502a8ba376,8287,SCHEDULE RESIDENTIAL TOU EV RESIDENTIAL TIME-OF-USE SERVICE WITH ELECTRIC VEHICLE PILOT-Three Phase,Hawaii Electric Light Co Inc,
558188c25457a3944e6c88a2,14354,40 Irrigation and Soil Drainage Pumping Power Service Single Phase,PacifiCorp (Wyoming),
558189785457a3957c6c88a2,14354,40 Irrigation and Soil Drainage Pumping Power Service Three Phase,PacifiCorp (Wyoming),
558429525457a3fd146c88a2,15023,RESIDENTIAL SERVICE Three-Phase(RS-3),Piedmont Electric Member Corp,"This rate is also subject to Wholesale Power Cost Adjustments, the Energy Efficiency Rider, as well as any applicable sales taxes imposed by any governmental authority."
558429d95457a38e336c88a2,15023,RESIDENTIAL SERVICE - ENERGY EFFICIENT SINGLE PHASE(EE-1),Piedmont Electric Member Corp,
55842b625457a3f1586c88a4,15023,RESIDENTIAL SERVICE - ENERGY EFFICIENT THREE PHASE(EE-3),Piedmont Electric Member Corp,
558420765457a3842d6c88aa,15023,Residential Service Single Phase,Piedmont Electric Member Corp,"This rate is also subject to Wholesale Power Cost Adjustments, the Energy Efficiency Rider, as well as any applicable sales taxes imposed by any governmental authority."
55842c995457a3b71c6c88a2,15023,RESIDENTIAL SERVICE - ENERGY STAR All- Electric Single Phase(RS-ES),Piedmont Electric Member Corp,
55842d365457a38e336c88a3,15023,RESIDENTIAL SERVICE - ENERGY STAR All- Electric Three Phase (RS-ES),Piedmont Electric Member Corp,
55842de75457a3b21c6c88a2,15023,RESIDENTIAL SERVICE - ENERGY STAR Standard Single Phase,Piedmont Electric Member Corp,
55842e965457a3fd146c88a3,15023,RESIDENTIAL SERVICE - ENERGY STAR Standard Three Phase,Piedmont Electric Member Corp,
55843d325457a3b21c6c88a3,15023,RESIDENTIAL TIME-OF-DAY - DEMAND/ENERGY Single-Phase(R/SGS-TOD-1),Piedmont Electric Member Corp,
558ab8d55457a3ff588b4568,15023,RESIDENTIAL - TIME-OF-DAY - ENERGY ONLY Three Phase,Piedmont Electric Member Corp,
558b008a5457a3f1738b4568,17642,Rural Residential and Farm Service,Southern Public Power District,
558b020e5457a3c9028b4569,17642,Village Residential Service,Southern Public Power District,
558b03355457a399088b4567,17642,Total Electric Residential and Farm Service,Southern Public Power District,
558b040c5457a303598b4569,17642,Total Electric Residential Village Service,Southern Public Power District,
558dc0ba5457a3d00b8b4567,14246,Residential Service Rate,"City of Owatonna, Minnesota (Utility Company)",Adj ($/kWh) = Energy Acquisition Adjustment
